sentiment,title
2,ENJOYABLE CD!
2,Haunting!
1,The over-the-hill Gang rides again
2,Good book
1,Please do not quit your day job Fanny!
2,Helped us plan the perfect honeymoon
2,Hawaii for Dummies
2,Southerntraveler 1585
1,Wack
1,Getting worse as the years progress......
1,Wasted Potential
2,Pleased
1,Not Durable
2,Best smelling Vanilla ever
2,Potent anti-inflamatory
2,"The absolute best, BUT..."
2,Greatness still unfolding
2,The Turning Point of World War II
2,Detailed history of the pivotal battle of World War II
2,Used item
2,I should be able to rate this album with more than 5 stars.
1,Poor reproduction of a Wonderful Album: Do not buy.
1,Product malfunction
2,This is the sound of falling in love
2,Scary-good
2,Best sounding version ever of this great album!
2,One of my favourite recordings
1,Miles Daivs - A Poser With NO talent
2,Dreaming
2,this album will change your life
2,This is where the bar is set.
2,The Genius of Miles Davis
2,The first Jazz album you should buy.
2,The best jazz CD ever?
1,Disappointing
1,Deadman's Canyon
2,Too Busy Not to Pray
2,Quality knob and durable finish.
1,OLD product
2,EXCELLENT BOOK!!
1,Which God???
1,This cd sucks
1,Evil little Spice Girls wannabes!!!
1,A bad copy
1,STOP ACTING LIKE THE SPICE GIRLS!!!!!!!
1,cali (yea baby!)
1,THE DAY THE CIRCUS CAME TO TOWN
1,act your age ladies
2,This CD is GREAT!!!
2,awesome!
2,sorry I took so long
2,School Assignments Never Touched Me This Much!
2,To kill a mockingibrd
1,An American classic????
2,Good story - a learning experience
2,It's a classic for a reason...
2,mockingbird is a classic
2,A Classic For All To Read
2,1372 reviews and counting
2,To Kill A Mocking Bird review by Anne-Marie Lawlor
2,Mrs. Barnes LOVES this Book! YAY Mrs. Barnes!
1,I just don't see what all the fuss is about
2,Great!
1,"Ohmigosh, so ridiculous..."
2,The Mockingbird's Song
2,Limiting imaginations with details
2,"Decent, satisfied with my purchase."
2,To Kill a Mockingbird
2,How can you give this book less than 5 stars???
2,One of the Best Assidned Books I've Read
1,a minority view?
1,Doesn't even deserve the one star...
2,Starts Slow But All in All Great
1,Respected
1,This book is very prejudice.
1,Misleading Product Description
2,So Glad I Read It
2,Required Reading
1,A zero out of five
1,MOCKINGBIRD EXPOSE
1,Pretty boring
1,A hopeful theme
2,"It's A Sin to not read ""To Kill A Mockingbird""..."
2,A beautiful book
2,Best ever audio book
2,Great Book
2,Praise For Book and Movie
2,Classic
2,Book report on To Kill A Mockingbird
1,horrible condition!
2,One of the best books ever written
2,A great book!
2,A classic in every sense
1,Nasty book
2,A great classic book with a great storyline
1,To Kill a Mockingbird
2,Every one should have a father like Atticus
2,A beautiful masterpiece!
1,Do not waste your money.
1,DON'T Do IT!!!!!!!!!
1,Bizarre
2,Words cannot begin to describe the greatness!!!
2,Amazon Price is extremely high
2,Fry Daddy
2,The best and easiest!!!
1,"It works, but...."
2,Working fine
2,Good product
2,A nice fryer for the price
1,Does not heat up properly
2,Just what I wanted
2,Good deep fryer
2,Great for 2 People
2,Fits in the cabinet
2,The Best Beau Brummel
2,Apollo 13:To the Edge and Back-Accurate and Great!
2,Not what I expected
1,Terrible experience
1,Pathetic
1,not what i expected
2,Great Textbook
1,YOU HAVE GOT TO BE KIDDING ME
1,Bought 2 - 2 Went bad due to weak design & QA
1,"Great Design, horrible Execution"
1,A Dictionary Should Not be Biased!!!
1,Lenin: A Study in the Unity of His Thought
2,Willie Dynamite ..YOU GOTTA HAVE VISION!
1,"I love Shania, but..."
2,Shania Twain surely went UP! in popularity
1,Save Your Money!
1,This CD Sux!!!!!!!!!!!
2,My all time favorite courtry artist!
1,"Too Bad Shania, I loved you"
2,Amazing!
2,I had to get two copies of this CD!! LOL
2,In all honesty...
1,Nothing new here
2,This CD Rocks!
2,"Slightly disappointing, but a hit!"
2,MasterPiece
2,A nice companion piece to OF MICE AND MAGIC
1,"C'mon, C'mon"
2,Great
1,She get's a ZERO
1,A Stevie Nicks wannabee
1,go away sheryl crow! and never come back!
1,No Good
1,Poor Sheryl
1,What a dog...
1,Mediocre
2,This CD Rocks!
2,Different from the newer blinker albums..
1,Not a durable toy!
2,Invaluable and Timeless
1,It was okay
2,"Ahhh, Sade"
2,SADE: Lovers Rock
1,lovers rock/sade
1,Lover's Rock Does NOT Rock...
2,Lovers Rock (Sade)
1,lover's rock
1,Disappointing
2,Lovers Rock
2,Sade
1,Where Is The Band ?
1,Choppy & uneven sound - not even close to her other work
2,AT LAST!!!!!
1,slightly frozen comeback of Sade
1,Mysticism
2,"Great little reference book, BUT..."
1,WARNING: This CD will not fit into some players
1,The CD OK but do not buy the dual disc
1,Detached competence pervades
1,Stylized Flop
1,perfect example of what is wrong with commercial rock music today
1,Simple/Common items missing...
2,Perfect!!!
1,Kindle pricing
1,Drowning in the Cruel Sea
2,The Cruel Sea
2,Satire and humor by the wizard of words.
2,Excellent Conclusion to a great series
1,Don't You Believe It!
2,"NASA calling: ""We can't hear our Space Shuttle over your teakettle""!"
2,toasty
1,Should Have Listened to Other Reviews!
2,great collection of amazing works
1,It takes time to learn this software!
2,One of a kind!
2,Worth the admission
2,Glad to finally see a Pakistani women speak out
1,nothing stirs up hate like calling people nazis
1,It's good for kids.....
1,This book is dated and boreing!
1,Horrible...
1,good acting but
2,One of the greatest movies ever made!
2,"First Prize: A Cadillac, Second Prize: Steak Knives, Third Prize: WATCH THIS MOVIE"
2,I've seen it a thousand times -- literally!
2,Rugged
2,A Masterpiece
1,"I'm A Cold Fan, But...."
1,Is this Cold?
2,I like it
2,Great CD-R Product! A Must Have!
1,"Boring,my nephew almost went to sleep"
1,Useless book
2,Emergency
1,who in the world produced this cd? and why?
2,Great Movie
2,"Great transfer, but not restored like ""Casablanca"""
2,Beautiful
2,Bogie an Bacall.. simply magic
1,too many examples
2,A Great Album that Grows on You
2,all is forgiven
2,Won't play on DVD player from Canada
2,Toto flush handle slightly off
2,"TOTO THU068-CP Trip Lever For St743S, Chrome"
1,THU068#CP Trip Lever
2,Homemade Sin
2,remastering is not a positive
2,Best Smiths compilation to date!
2,Anyone for a game of cricket?
1,Buyer Beware
2,Hat
2,Finally the real deal
2,I could not put it down!!
1,Thought It Was Just Me
2,Dramatic Read
2,Beautiful!!1
2,My 2 and 4 year old LOVE this!
2,Excellent Infantry Tactics History Book
2,A book that will grab you in the first few pages
2,"Good, but.."
1,another WTF movie
2,Excellent novel; shame about Tanis.
2,A book worthy of the DragonLance Saga!
2,WOW
2,Heart Warming Story
1,"Too hard to open, can't open them all the way"
1,Not What I Expected.
1,Beautiful? No. Revolting? Yes.
1,A Most Overrated Book that took Ridiculuous Liberties
1,"Anti-feminist, anti-woman, violent, desolate"
1,A horrid misrepresentation of the Bible
1,A Well written fiction that completely breaks from the Bible
2,The Red Tent - Celebrating Sisterhood
2,Good book second time around
2,Thumbs up for biblical feminism!
1,Sick and twisted
1,Don't be fooled into thinking it's a Christian book...
1,Not worth reading
2,magical perspective
2,Excellent look at biblical times
2,Much better than anticipated
1,Neo-paganism inserted into an Old Testament Story
1,The Red Tent Beware Full of Bible untruths
1,An entertaining blasphemy
1,If you are a strong Christian this is not the book for you
1,A good story but disappointing
1,Disgusting SMUT!!
1,Not what I expected
1,Periods during the Biblical Period
2,I forgot I was reading...
1,Not telling the truth
1,Red Tent Bleeds with distortions
2,The Red Tent
2,Will renew your interest in biblical times!
2,I Am Woman! (BC Style)
1,Why? Why make Jews hated even in biblical times?
2,I love this book
2,Soup for the Pagan Soul
2,A Winner!
2,A worthwhile read
1,Disappointing
1,A woman's point of view is not enough
2,Wonderful!
2,Thought Provoking
1,ABSOLUTELY NOT CHRISTIAN FICTION
1,blasphemy
2,This is a great book
2,Great Read!
2,A Terrrific Read
1,Perfect for Mills and Boon
2,An excellent introduction to Benedictine spirituality.
1,the real mccoy?
2,Extra scenes!
2,Good adaptation of the book
2,Yolanda Joe - Queen of the Metaphor
1,HATE BOOK with NEGATIVE 1 million stars
1,RUSTED - Do Not Buy
2,"Folds away into my closet, and is large enough for my dress shirts"
2,Now I want one too!
2,i want a ride in a seaplane after reading this
2,Useful and beautiful
1,Footlocker sent me a black boot instead of the Burgundy boot
2,Funny Funny Funny
2,surprisingly...good
1,Worst Doctor Who ever!
1,Very disappointing
2,Love it!!!
2,Khaki Ultra Force Boonie Hat
2,A better Daddy than a Father!
1,basic instructions
2,Mr. Grusin delivers smooth Jazz sounds!
1,Way too out of date
2,Annabelle's Wish Is A Classic In Our Home
1,Cursory explanations and poorly organized
2,Not disappointed with this one!
1,What a lousy piece of software!
1,"Cheaper Than TurboTax, But Not Worth It"
1,If you have a mac .... forget this product
2,Thoroughly Enjoyed Each Episode
1,if i could toss it through casios window...
1,Solar Power - a useless idea
1,Not impressed...
2,Dream away ...
2,Strong and Honest Film Music.
2,Lots of pirate adventures set in Asia
2,Best realistic inside look into the black male experience
2,Had Potential For 4 Stars.........
2,Very nice!
2,Meets expectation
1,Rich Young & Pretty
2,"""Rich, Young, and Pretty"" a musical romance with Vic Damone and Jane Powell"
1,Wow! This completely underwhelmed me.
2,"Excellent voice quality, don't spend more."
2,Great theatre book for kids!
2,Not your average Floyd tribute
1,Disappointed
1,Let the Buyer Beware
1,Very disappointed in receiving used book.
1,Great idea but....
1,Not Durable
1,"Good, but not great"
1,A real disappointment...
1,Too much surface noise
2,This product is truly fantastic.
2,Solid!
1,Regret for Sucrets
1,a simplistic rehash of Dianetics
2,A real BLAST form the past!!!
2,If your expecting a high quality horror script......
1,"OMG...Only the gore was good,the movie SUCKED"
1,A chore to read
1,What trailer park do these people live in?
1,Performances marred by shoddy mastering / EQ. A technical failure.
1,Listenable but obviously without any major songs
1,Mediocrity at its best
2,Leisurely stroll to nightmare ending
2,Very Satisfied
1,As a student
1,Poor Quality
1,"Ok Sound quality, poor life"
1,Mostly unremarkable
1,"Quirky, Offbeat,...Disappointing"
1,Sales MBB
1,Good starting point for undergraduate students
2,Spidey Meets X-Men
2,"NOT GREAT, BUT BETTER THAN 99% OF TPB'S"
1,"AGAIN, NEVER BUY SUNGALE!!"
2,"Beautiful, inspiring and so moving!"
1,Super High Me
2,Excellent
2,Nutcracker
2,A beatiful Nutcracker
1,Save your money
1,Read these book reviews carefully
2,"As expected, very interesting read"
2,An analytical approach to a review of this tantalizing book.
2,The Adventures of Huckleberry Finn
1,Some great songs but not worth buying the cd for
2,disapponted
2,Always Were Always Will Be Great!
1,Coghlan's Soap Holder
2,Ahhh...nice aroma
2,Great songs with lyrics both kids and adults can enjoy
1,Doesn't work very well.....
1,Poor quality
1,M.F. from south Arkansas.
1,WHERE ARE THE WEREWOLVES??????
1,Abley Just Can't Pull It Off
1,New Testament in Modern English
2,A Marvelous Translation
2,Quality product.
1,The Raid
2,Masetto Is Hot!
2,Better Homes cook book
2,The best general guide
1,Grieving sister
2,suicide recovery
1,"Heartbreaking, but realistic story of a competitive Pointer kennel."
1,Died Without Warning in Less than a Year; Bummer
1,RCA RCD160
2,Pretty Good
1,in a word: YUCK!!!!
1,"IF you know the person who wrote the book, you will not buy it."
1,Horrible&very Loaded
1,A disappointment of atomic proportions
1,"Not as good as ""Savage Day"""
2,Another Good One
2,Sweetness
2,What goes on behind Jewish doors......
1,It does not look like an original Elizabeth Arden Product.
1,Poor quality
1,"Looks the same as Amazon product, but it's of lower quality!"
2,"Very helpful, even for health professionals"
1,It wasn't even in english
2,Simply the best.
2,Stevie at his best!!!
2,Awesome!
2,Wonder's masterpiece
2,Great Selection
2,"I'm listening to a GREAT album. Oops, sorry CD. LOL"
1,save your money
1,Uh Tom is not Boston
1,Another 8 years for this!
2,Great but not a lot in the package
1,Vulgar and offensive
2,"Lacks the ""wow"" factor."
1,Not as good as the first season
1,PRELUDE TO THE DEMENTIA OF ALZHEIMER'S DISEASE
1,Very Basic
2,great transaction quick and product was new
2,I remember
2,Best Presentation on WWII
1,Think twice before buying this
2,war for your reading enjoyment
1,Interesting ideas for which no evidence is presented.
2,A Return to Common Sense
2,FABULOUS!
2,Great album!
1,Not my theology
1,Need more info
1,"Clips are fine, until they're gone and your rack with it."
2,Funny.. but not fantastic
1,Disappointing
1,Not this one either...
1,Money better spent elsewhere
1,FAKE !!!
2,Mild and Clean Scent
1,The cologne itself is great; but not this particular unit.
2,hola
2,"The best men's fragrance, hands down"
2,travel pillow review
2,Excellent Sesame Street Special
1,Not What I Expected
1,Connection Fails
2,Great!
1,Not that great
2,holy sh*t you have to read the ultimates!
2,Excellent collection of stories
1,Not for non-americans
2,God's ArmorBearer vol 1&2
2,1 Peter 4:10
2,KOHLER SWIFTFLO ADJUSTABLE TRIP LEVER DRAIN
1,Christinas` House is TERIBLE!
1,Not Quinn's best work
1,AN OK READ....
2,Another JQ hit!
2,A Case of Mistaken Identity Leads to a New Life for All Involved
1,PASS ON THIS BOOK
1,IT'S AN OK READ...
1,"Should have been a ""Dummies"" book"
1,Karl Marx would love this guy!
2,fast food is no better than fast sex ;0)
1,silly
2,"Great movie, horrible reviews"
1,ok...they forced me to watch it in school! but ive seen it before then
1,This is somewhat misleading
2,Taime kicked ass with this one!
1,very unhappy
1,Too big and low quality
2,Curiosity
2,Truly Amazing
1,did not work after only 1 month
1,Elton John's Christmas Party
1,Don't buy this recording.
2,BUY THIS BOOK.....
1,Garbage switch
2,Wow
2,When Jessie Came Across the Sea
2,The New Beginning
1,strange
2,great book
1,Don't buy
1,First hand experience.
1,iCarPlay
1,Monster iCarPlay
1,Not as good as I thought
1,Bummed out about this transmitter
2,Fantastic New Edition!
2,"Very Real Life, Very Touching"
2,fantastic action packed well written story telling.
1,Kindle Version Lacks the Illustrations.
2,MANA IS THE BEST ROCK IN SPANISH BAND IN THE WORLD!!!
2,Best cover yet
2,Farscape season 4
2,The First Contemporary Documentary Series - Now on DVD
1,an editing disaster
2,The World of Pharmacy in your Pocket
1,Out of the Race
1,tiny objects only
2,Katy continues to be a childhood favorite
2,Sutherland is wonderful!
1,39 Minutes!
1,Il Divo
2,A bit different from Lewis's norm
2,New Perspective
2,The Great Divorce
1,"Painful, painful, painful"
1,Slow but good refrence
1,worst book ever
2,Good study guide
2,"Rich, Uncomplicated Italian Food"
1,Don't even bother!
2,real eyecatcher!!
2,Deja Vu all over
2,Another winner!
2,Not just for kids!
2,my favorite childhood book
2,Quality Cleaning Kit
1,Dont Waste Your Time... Fix the battery!
2,"Some bugs, but overall very good"
1,Your body shields (blocks) the signal!
2,Very good and often very moving music from the new Who
1,buyer beware -- 70% restocking fee
1,Made for TV Movie
2,Great small business phone
2,The Painted Veil
2,Perfect Chick Flick or Date Night
2,The best movie I've seen in a while
2,"Touching story, visually beautiful"
2,Beautiful movie
1,could of been
1,Poorly written
1,Good story-Bad writing
1,Great idea but poorly implemented
2,Sturdy tool for the novice
1,"Cheap, Cheap, Cheap"
2,Good Stick
2,GREAT BOOK!!
1,"Same old, same old"
2,A Correction
2,Moveable Marriage Reviewed
1,It is all rubbish!
1,Terrible!
1,Contains MSG
2,great book
2,Mafia 101
2,Raw Food Allergy Help
2,A winner for the heart.
2,Absolutely wonderful!
1,The King and I Admirers Will Be Bored
2,A Fun but Mindless Action Romp
1,He's no Steven Segal!
1,Please....I can only roll my eyes
1,PS3 won't read the Blu-ray
2,One of Liam Neeson's Best.............
2,Dramatic
2,wonderful
2,If It Quacks Like a Duck....
2,"really great, suspenseful, well acted! A must if you like thrillers"
2,TRUTH
1,Business not as usual
1,just to much
2,Taken HD
2,Entertaining
2,good movie
1,Amazon technical fail.
2,Taken
1,I'm in the minority
1,ZZZZZZZZZZZZZZZZZZZZZZ
1,A Death in a BORING Family
1,A Let Down
1,Longwinded
1,Used it once and unusable after that
1,Couldn't even make my blond hair blue
1,"Content ok, publishing quality poor"
1,Solving quadratic and cubic equations
1,Does not have natural display...
2,Great gift for someone who wants it
1,Great performance. Poor sound.
1,Bad battery makes me wish I returned it right away
2,Does what it should.
1,Battery life disappointing
1,Not very impressed
1,Most pathetic trimmer i ever purchased....
2,A Fine Product
1,Battery gives out
1,battery failure
1,Battery fails quickly
1,Cheap low lifespan NiCad battery
2,"Excellent, love it"
1,Good trimmer...until battery becomes unusable
1,Doesn't work after 3rd use
1,Not worth the money
2,Excellent Trimmer
1,damaged
2,"After 2 months, I'm still impressed."
2,Exactly what i wanted
1,Come On People!
2,I'm glad my school made me watch this.
2,"Ellen Page Makes ""Juno"" a Great Film"
1,Juno
1,hydrofluoric acid for the soul
1,Unbearable
2,Nancy Walker is a standout
1,Who is the killer......by the end you wont care!
2,A funny look at dating. . . .
2,"Beautiful Pattern! Nice, Large Dinner Plates!"
1,lINCOLN lETTERS
1,Nothing new or enlightening
2,Very nice set of baskets for the price
1,Paid by the word.
2,Great Combination
2,Can't Miss!
2,Well written
2,Iron Hotel - Very Good
2,"Delkin 2.0"" Universal Pop-Up Shade for Point & Shoot Digital Camera LCD Screens - Black Version"
1,Not very good
1,Bad Portrait of The Orthodox Jew
2,Kevin Davidson & The Vocies
2,This movie doesn't have a mean bone in its body.
2,It's a wonder if Lohan didn't win an Academy Award for this
2,First-Rate Filmmaking
2,I give it an A++++
2,excessively addictive
2,"""I think I'm joining the Mathletes."""
2,Simple ideas........make great movies
2,Wake Yourself Up!
2,Undeniably the Best of 2004...
2,a day at the mall
2,SOOOO much fun......
2,One of the best teen movies!
2,"A Masterpiece Of Cinema, Fans Will Be Thrilled"
2,This is my absolute fave
2,We Just DON'T Get To See Enough Of These Movies Nowadays.....
2,a truly original movie
2,An all time American classic
2,Mean Girls (2004)
2,"Highly Original, Deeply Moving"
2,an outstanding masterpiece
2,An intriguing movie that I could watch over and over
2,This is the Best Movie of the Century.....
2,AMAZING
2,This is such a delightful movie. Even my mother was amused.
2,The best in the history
2,One of the all time great love stories.
2,Amazing
2,WHAT A MOVIE !
2,PRECISELY the way films should be done
2,Must have fiction
2,Excellent Presentation
2,lovely
2,"Great movie, DVD could have had more extras."
2,Amazing
2,Clever and Illuminating
2,Cady Heron and the Plastics
2,"If You Only Buy 1 Movie in Your Entire Life, Make it MEAN GIRLS."
2,"Now this is what I would call a ""feel-good"" movie."
2,Virtually flawless
2,THE BEST MOVIE EVER
2,Incredible (slight spoilers)
2,One of the greatest movie's on DVD
2,The Fragile Tenacity of Memory...Friendship
2,It is hoped that this disproves any theory suggesting that all teen comedies/romances are bad.
2,Unforgettable
2,Absolutely Fabulous
2,IT'S ADORABLE.
2,Now this is entertainment......
2,Simply Poetic
2,5 Stars and more!...
2,I Just love it. I can't help myself.
2,starring LINDSAY LOHAN - oh yeah and Rachel McAdams
2,A Teen Comedy Like No Other
2,One of my top 5s
2,"""Funny Girls"" is more like it...."
2,Haunts the memory
2,I must have been missing something...
2,One of the best movies ever made
2,It makes all your bones melt.
2,fun movie....
2,A true victory in film-making
2,Great on VHS. Fantastic on DVD!
2,Mencken as Nostradamus
2,Mencken's Best Work!
2,Two new GREAT songs!
2,Absolutely Gorgeous
2,Damanation of Adam Blessing by Don Cappa the Guitarman
1,Not for Forensic buffs
2,Better Than Shrek three
2,Shrek Forever After Review
2,Shrek Forever After
2,Shrek
1,"don't buy from mango64, fake copy!"
1,Shrek Scam! for Video On Demand
2,A Real Good Album
2,When synthesizer was king
2,Not an Oscar winner but quite good to listen...
1,I've heard better music of most 8-bit console systems
1,Disappointing
2,ICP does it again!
2,love it
2,VERY CONVENIENT WITH GOOD SOUND QUALITY
2,Present for Mom
2,No politics; a good inside view from the Cavalry perspective
1,"Soundtrack Horrible, TOO LOUD"
2,Great entertainment for all ages!
1,Does NOT have the old extras!
2,review for shrek all the story
2,Great Quality!
1,junk
2,Peavey speakers
2,Awesome series for a GREAT price!!
2,I love them regardless
2,Just love the L Word and the L Word ladies
1,recluse climbing stand
1,Foosball
2,Wonderful Thinking Man Country Music
2,Laurels for Ngaio
2,"Perfect for thick, fine hair"
1,man bad;woman good
2,Hilarious trip to Cannes
1,"Very short, but not all that lucid"
2,Mortal Thoughts Review
1,"Well written, but..."
2,"great collection, my 2.5 year old girl loves it"
1,1 star for the shower scene
2,Really Brilliant
1,"a piece of garbage, if you really want my advice...!"
1,Only Received One
2,Gripping and heart warming all at once
2,good read
2,More delights of the Patinkin songbook
2,Good Listening
2,amaaazing
1,Disappointed.
1,I've read better by her
2,Jimpster - Domestic Science
2,Military History at its Best!
2,Music that astounds the inner ear!
2,Eight Below
2,Maybe I'm just a softie...
1,TERRIBLE EDITION
1,Tedious
1,Overpriced and incomplete
1,For power only
2,These cables were exactly what I needed
2,Replacing an old friend
2,Arnold at his best
2,Beautiful Earrings
1,Piece of junk!
2,good general book
1,Crap!
1,"Well written, in a pessimistic baby boomer sort of way."
2,Learn as much as you can before you go to Thailand.
1,"Musical version, not what we expected"
2,Re-Discovery Great Contact Lens Cleaner
2,Amazing!
2,Lobob
2,Not one of the best of Amblers
1,BORING!
1,Leigh
1,Why is it called The Jury?????????????
1,The Jury's Verdict? Not guilty of legal thrills
1,a cell out
1,Not the product inside the box
1,Waste of money
2,Wow!
1,hated it...so unreal it was laughable
2,Good horror tale of psychic invasion
1,An Editing Nightmare
2,great books
1,Disappointing
2,Better late than never
2,Love it!
2,Princess Becomes a Princess
1,No one's driving this bus(t)
1,Um I don't know ............................................
2,Good movie
2,i liked it
1,Horrible sequel to PD1
2,Princess Mia has to get married...
1,Hello?? Ever hear of 'Following the story line'????
1,tedious
2,Excellent!
1,complex notation system
1,"Ok, but NOT easy."
2,So much Info
2,Mexican Cantina Mystery
2,We solved a haunting mystery by watching this movie.
1,"meh, it's dull"
2,groove
1,Unintentionally Funny
1,Worst rave movie ever
2,awesome everyday pan
1,Waste of Money & Time
1,No Kung Pao Chicken
2,Mission Impossible Season 1 DVD
1,Memories?
1,Bland is Bland
2,TREMENDOUSLY INSIGHTFUL!
1,Piece of junk
1,not that good
2,Good Starter Detector
1,Sheila Kelley S Factor - beginning
1,The colors of the parachute DONT' MATCH with the online picture
1,Title should have been Dysfunctional -
2,Light as a souflee and fun!
2,Eat it UP !!! Series of 4 books....
1,bad quality
1,Bad Edit?
1,Annoying
1,Insipid Characters - Butchered Storyline
2,The Best of The Best - by THE BEST!
2,Great album...
2,diagnosis murder second season
2,Legend
1,Did anyone proof this before publication?
1,Terrible book!
1,Nothing but problems
2,"all around safe, great lotion"
2,50/50 bar
2,How good is it?
1,Not worth the plastic it is made of.......
2,very satisfied
1,Seriously lacking
2,Back in time.
2,WOW!
2,Excellent addition to any Calphalon (or other) collection
1,Sticky pan and hot handles - Not recommended
2,"Awesome price, awesome pan"
2,"Versatile ~ pan, fryer, wok ~ all around hard worker w/ lid even!"
2,Simply wonderful
2,My fave pan by FAR!
1,Calphalon Hard-Anodized 12-inch Everyday Pan
2,Versatile
1,Dimension description is misleading
1,"Disappointed, Everything sticks to it"
2,Nice everyday use pan
1,"Plain white box with ""made in China"" gave me a heads up"
1,low quality
1,Food Sticks all the time
1,everyday pan?
1,Why the raves?
1,Not for light meals or stir fries!
2,one is not enough
1,review for the calphalon pan
2,good everyday pan
1,Think twice about this item
1,I haven't received it yet!!!!
1,Amazon price is low but still it's not worth it...
1,This is the worst pan that I 've ever used!
1,Opeind Review
1,JUNK
1,Anodized not for frying
1,This is worse than the cheapest pan I used
1,Lieutenant Major Crap
2,Simply a good book
1,A down book for Hem
2,"An underrated, understated, underread, underappreciated book"
1,awful awful tea kettle
1,Spout Rusted and Leaked After Three Months of Use
2,Transcends its time and its particulars
2,"Shannon is the ""KING"""
2,Madonna is back on the dance floor......YES.
2,"Great recording, not so great information"
1,So So CD
2,Just Good Songs
2,Great album.
2,Speechless.
2,A great bath time motivator!
2,"Primary colors, please!"
2,Great low budget science fiction movie
1,Oracle 9i Development
2,I love it
1,Loved the picture but not the material
1,Damaged on arrival
1,never got my poster
2,AWESOME!
2,A great addition to the radio flyer wagon
1,Great idea but poor quality
2,Granddaughters (and their parents) love this wagon
2,Great all around wagon cover
1,Doesn't Provide Much Shade...Don't Waste Your Money
2,childrens books
2,Bob is just so cool.
1,The book that never arrived
1,what was he thinking
2,Old Possum's Book of Practical Cats by T.S. Eliot
2,warm. great cap
2,Good for the price
1,The darnedest thing...
1,Lousy product and lousy support from Dlink
1,NOT SATISFIED AT ALL WITH THIS PRODUCT
1,Problematic
1,You Get What You Pay For
1,Limited usefullness
1,Save yourself the headache
2,"works well, but slowly"
2,A journey through lands and cultures long ago comprimised.
2,Excellent for what it is
2,This is the work of absolute geniuses
1,Save your money
2,Gorillaz - Demon Day
1,Trendy wimpy liberal crap you'll have forgotten about in six months
1,"You see my ratings. You might as well ignore this with everyone else, lest you get angered."
2,THE BEST!!!!!!
2,Great CD - A Must Have for all Music Lovers!!
1,An Absurdity
2,"A DARK, TWISTED TALE"
1,Interesting but bland
1,Not his best
1,My two cents - it's worth little more
1,Harsh
2,In the Teeth of the Wind: A Study of Power and How to . . .
1,Why did he write this book if he doesn't even like the guy?
2,Praying Unceasingly - the Prayer of the Heart
2,Boxingroo Flag
1,"Damn, it should have been finished a while ago..."
1,Average
2,Remarks for suchalady
1,Really cheesy
1,I really tried to like this...
1,Growing old waiting for toast
1,IMITATOR
1,Not My Favorite...
2,"Dear ""Reader from California"" - You stole my review!"
2,"A ""wild thing"" read! I read it twice in 2 days..."
2,All around great garden tool
2,The Best Garden Tool
2,Bed digging tool available
1,Almost good
1,reconditioned areo bed
1,Too many mis-spelled words - typical for a communist!!
1,cats won't eat them
2,Three Without Fear
1,no glue holds it together
1,Crap....
1,CHEAP... Not at all worth...
1,Talk Sexy to the One You Love
1,Not Henry James Lite
2,Interesting character study
2,Great Outlines
2,Great book
2,Great Book
2,More fun for kids than the Movie Version
2,one of my all-time favorites
1,Blah
2,Men of the Bible
1,Men of the Bible
2,a must for every kid!
2,Spiritual Warfare
1,Little Lord Fauntleroy
1,Cheap print job
2,Little Lord Fauntleroy
2,perfect fit
2,Very cute helmet
1,Glue adhering halo is faulty...
2,easy to adjust
2,All-in-all a great buy!
1,It was okay; not what I expected.
2,Well worth it!
1,aspect ratio?
2,"Distinct, unique and enjoyable series"
2,Absolutely Perfect
2,Tearful and emotionally powerful.
2,O'Connell hits the mark again!
1,You get what you pay for...
1,Didn't match the pictures
1,Unoriginal and not worth the money.
1,I used to love this bra
2,A Comprehensive Overview
1,Does not fit
1,Remember Madonna's look?
1,Way too small
2,great fit
1,Not a flattering shape
1,TERRIBLE
1,Gossip of the Worst Kind
2,The life and times of America's bard.
2,Works like it should....
1,So disappointed
2,LOVE IT!
1,cute toy box but wrongly built
2,a very well told story
1,This women cannot write descriptively
1,It took me two or three months to slog my way through it!
1,Save your money!
2,Watch review
2,SO much fun!
2,"awesome dvd, makes you want to BOMB IT!!!"
2,Very durable!! awesome!
2,Fascinating Book!
2,This is a great book!!
1,Disappointing
2,Another Great Super Nintendo title that got overlooked I love the Music in this one!
2,A compelling conclusion to the Snopes trilogy
2,Christian Doctrine
1,Pathetical and boring
2,the success story
1,Definitely not recommended
1,"Beware this ""bootleg"" DVD"
1,Entertaining Fred Astaire film. Poor DVD transfer.
1,"""new"" apparently means ""used"""
1,"ouch, that sorta hurts..."
2,Great!
2,Good for at work lunches
1,only 2 left
1,Love 'em until they break!
1,Don't waste your money!
2,Great design
2,The Lost Steps
1,The Lost Steps
1,Inanimatrix
1,Boring
2,You have to understand
2,Desperate for affection
1,the tape was broken
2,An incredibly refreshing hard rock album.
1,Breaks easily
1,Long after the shark is jumped
1,Do it yourself lie!
1,Not $15 Lab Fee!
1,Total cost?
2,Asbestos testing
1,Is Jay Jay Junk?
2,Megan in Ancient Greece
1,not the correct charger for NP-F970
1,Policical retoric and not science
2,Jay Jay toy airplanes
1,"Not for hikers, campers, or self guided adventurers."
1,Received broken
1,"Save Your Money, Buy a Different MP3 Player"
1,never got to use item
1,Returned and then replaced
2,great song.....
2,THE BEST !!! **************************
2,Butler
2,Bad Reputation gets a great reputation!
